05164	Influenza A	Human Diseases	Infectious diseases: Viral
05165	Human papillomavirus infection	Human Diseases	Infectious diseases: Viral
05166	HTLV-I infection	Human Diseases	Infectious diseases: Viral
05167	Kaposi's sarcoma-associated herpesvirus infection	Human Diseases	Infectious diseases: Viral
05168	Herpes simplex infection	Human Diseases	Infectious diseases: Viral
05169	Epstein-Barr virus infection	Human Diseases	Infectious diseases: Viral
05200	Pathways in cancer	Human Diseases	Cancers: Overview
05202	Transcriptional misregulation in cancer	Human Diseases	Cancers: Overview
05203	Viral carcinogenesis	Human Diseases	Cancers: Overview
05204	Chemical carcinogenesis	Human Diseases	Cancers: Overview
05205	Proteoglycans in cancer	Human Diseases	Cancers: Overview
05206	MicroRNAs in cancer	Human Diseases	Cancers: Overview
05210	Colorectal cancer	Human Diseases	Cancers: Specific types
05211	Renal cell carcinoma	Human Diseases	Cancers: Specific types
05212	Pancreatic cancer	Human Diseases	Cancers: Specific types
05213	Endometrial cancer	Human Diseases	Cancers: Specific types
05214	Glioma	Human Diseases	Cancers: Specific types
05215	Prostate cancer	Human Diseases	Cancers: Specific types
05216	Thyroid cancer	Human Diseases	Cancers: Specific types
05217	Basal cell carcinoma	Human Diseases	Cancers: Specific types
05218	Melanoma	Human Diseases	Cancers: Specific types
05219	Bladder cancer	Human Diseases	Cancers: Specific types
05220	Chronic myeloid leukemia	Human Diseases	Cancers: Specific types
05221	Acute myeloid leukemia	Human Diseases	Cancers: Specific types
05222	Small cell lung cancer	Human Diseases	Cancers: Specific types
05223	Non-small cell lung cancer	Human Diseases	Cancers: Specific types
05224	Breast cancer	Human Diseases	Cancers: Specific types
05225	Hepatocellular carcinoma	Human Diseases	Cancers: Specific types
05226	Gastric cancer	Human Diseases	Cancers: Specific types
05230	Central carbon metabolism in cancer	Human Diseases	Cancers: Overview
05231	Choline metabolism in cancer	Human Diseases	Cancers: Overview
05310	Asthma	Human Diseases	Immune diseases
05320	Autoimmune thyroid disease	Human Diseases	Immune diseases
05321	Inflammatory bowel disease (IBD)	Human Diseases	Immune diseases
05322	Systemic lupus erythematosus	Human Diseases	Immune diseases
05323	Rheumatoid arthritis	Human Diseases	Immune diseases
05330	Allograft rejection	Human Diseases	Immune diseases
05332	Graft-versus-host disease	Human Diseases	Immune diseases
05340	Primary immunodeficiency	Human Diseases	Immune diseases
05410	Hypertrophic cardiomyopathy (HCM)	Human Diseases	Cardiovascular diseases
05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	Human Diseases	Cardiovascular diseases
05414	Dilated cardiomyopathy (DCM)	Human Diseases	Cardiovascular diseases
05416	Viral myocarditis	Human Diseases	Cardiovascular diseases
05418	Fluid shear stress and atherosclerosis	Human Diseases	Cardiovascular diseases
07011	Penicillins	Drug Development	Chronology: Antiinfectives
07012	Cephalosporins - parenteral agents	Drug Development	Chronology: Antiinfectives
07013	Cephalosporins - oral agents	Drug Development	Chronology: Antiinfectives
07014	Quinolones	Drug Development	Chronology: Antiinfectives
07015	Local analgesics	Drug Development	Chronology: Nervous system agents
07016	Sulfonamide derivatives - sulfa drugs	Drug Development	Chronology: Other drugs
07017	Sulfonamide derivatives - diuretics	Drug Development	Chronology: Other drugs
07018	Sulfonamide derivatives - hypoglycemic agents	Drug Development	Chronology: Other drugs
07019	Tetracyclines	Drug Development	Chronology: Antiinfectives
07020	Macrolides and ketolides	Drug Development	Chronology: Antiinfectives
07021	Aminoglycosides	Drug Development	Chronology: Antiinfectives
07023	Rifamycins	Drug Development	Chronology: Antiinfectives
07024	HMG-CoA reductase inhibitors	Drug Development	Target-based classification: Enzymes
07025	Quinolines	Drug Development	Structure-based classification
07026	Antifungal agents	Drug Development	Chronology: Antiinfectives
07027	Antidepressants	Drug Development	Chronology: Nervous system agents
07028	Antipsychotics	Drug Development	Chronology: Nervous system agents
07029	Antipsychotics - phenothiazines	Drug Development	Chronology: Nervous system agents
07030	Anxiolytics	Drug Development	Chronology: Nervous system agents
07031	Antipsychotics - butyrophenones	Drug Development	Chronology: Nervous system agents
07032	Hypnotics	Drug Development	Chronology: Nervous system agents
07033	Anticonvulsants	Drug Development	Chronology: Nervous system agents
07034	Eicosanoids	Drug Development	Structure-based classification
07035	Prostaglandins	Drug Development	Structure-based classification
07036	Calcium channel blocking drugs	Drug Development	Target-based classification: Ion channels
07037	Antiarrhythmic drugs	Drug Development	Chronology: Other drugs
07038	Antiulcer drugs	Drug Development	Chronology: Other drugs
07039	Opioid analgesics	Drug Development	Chronology: Nervous system agents
07040	Antineoplastics - alkylating agents	Drug Development	Chronology: Antineoplastics
07041	Antineoplastics - antimetabolic agents	Drug Development	Chronology: Antineoplastics
07042	Antineoplastics - agents from natural products	Drug Development	Chronology: Antineoplastics
07043	Antineoplastics - hormones	Drug Development	Chronology: Antineoplastics
07044	Antiviral agents	Drug Development	Chronology: Antiinfectives
07045	Antineoplastics - protein kinases inhibitors	Drug Development	Chronology: Antineoplastics
07046	Immunosuppressive agents	Drug Development	Chronology: Other drugs
07047	Osteoporosis drugs	Drug Development	Chronology: Other drugs
07048	Antimigraines	Drug Development	Chronology: Other drugs
07049	Antithrombosis agents	Drug Development	Chronology: Other drugs
07050	Antirheumatics - DMARDs and biological agents	Drug Development	Chronology: Other drugs
07051	Antidiabetics	Drug Development	Chronology: Other drugs
07052	Antidyslipidemic agents	Drug Development	Chronology: Other drugs
07053	Anti-HIV agents	Drug Development	Chronology: Antiinfectives
07054	Antiglaucoma agents	Drug Development	Chronology: Other drugs
07055	Sulfonamide derivatives - overview	Drug Development	Chronology: Other drugs
07056	Agents for Alzheimer-type dementia	Drug Development	Chronology: Nervous system agents
07057	Antiparkinsonian agents	Drug Development	Chronology: Nervous system agents
07110	Benzoic acid family	Drug Development	Skeleton-based classification
07112	1,2-Diphenyl substitution family	Drug Development	Skeleton-based classification
07114	Naphthalene family	Drug Development	Skeleton-based classification
07117	Benzodiazepine family	Drug Development	Skeleton-based classification
07211	Serotonin receptor agonists/antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07212	Histamine H1 receptor antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07213	Dopamine receptor agonists/antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07214	beta-Adrenergic receptor agonists/antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07215	alpha-Adrenergic receptor agonists/antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07216	Catecholamine transferase inhibitors	Drug Development	Target-based classification: Enzymes
07217	Renin-angiotensin system inhibitors	Drug Development	Target-based classification: Enzymes
07218	HIV protease inhibitors	Drug Development	Target-based classification: Enzymes
07219	Cyclooxygenase inhibitors	Drug Development	Target-based classification: Enzymes
07220	Cholinergic and anticholinergic drugs	Drug Development	Target-based classification: G protein-coupled receptors
07221	Nicotinic cholinergic receptor antagonists	Drug Development	Target-based classification: Ion channels
07222	Peroxisome proliferator-activated receptor (PPAR) agonists	Drug Development	Target-based classification: Nuclear receptors
07223	Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists	Drug Development	Target-based classification: Nuclear receptors
07224	Opioid receptor agonists/antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07225	Glucocorticoid and mineralocorticoid receptor agonists/antagonists	Drug Development	Target-based classification: Nuclear receptors
07226	Progesterone, androgen and estrogen receptor agonists/antagonists	Drug Development	Target-based classification: Nuclear receptors
07227	Histamine H2/H3 receptor agonists/antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07228	Eicosanoid receptor agonists/antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07229	Angiotensin receptor and endothelin receptor antagonists	Drug Development	Target-based classification: G protein-coupled receptors
07230	GABA-A receptor agonists/antagonists	Drug Development	Target-based classification: Ion channels
07231	Sodium channel blocking drugs	Drug Development	Target-based classification: Ion channels
07232	Potassium channel blocking and opening drugs	Drug Development	Target-based classification: Ion channels
07233	Ion transporter inhibitors	Drug Development	Target-based classification: Transporters
07234	Neurotransmitter transporter inhibitors	Drug Development	Target-based classification: Transporters
07235	N-Metyl-D-aspartic acid receptor antagonists	Drug Development	Target-based classification: Ion channels
